index,timestamp,age,industry,job title,job_title_context,salary,compensation,currency,other_currency,income_context,country,state,city,professional_experience_overall,professional_experience_in_specified_field,education,gender,race,total_salary,amount_usd
4786,4/27/2021 12:46:49,39.5,computing or tech,senior software engineer,,157000,38000.0,USD,,,united states,washington,seattle,15.5,15.5,College degree,Man,Asian or Asian American,195000.0,195000.0
4788,4/27/2021 12:46:52,29.5,"marketing, advertising & pr",manager,Marketing manager,30238,1200.0,BRL,BRL (R$),,brazil,,curitiba,15.5,9.0,College degree,Woman,White,31438.0,6287.6
4790,4/27/2021 12:46:53,39.5,education (primary/secondary),administrative assistant,Academic support coordinator,47942,0.0,USD,,"I am hourly, and I work part time only during the school year; I entered my hourly rate x 40hours x 44 weeks (the length of our school year)",united states,kentucky,lexington,6.0,3.0,College degree,Woman,Asian or Asian American,47942.0,47942.0
4793,4/27/2021 12:46:58,39.5,art & design,graphic designer,,69000,0.0,USD,,,united states,washington,,15.5,15.5,College degree,Non-binary,"Hispanic, Latino, or Spanish origin",69000.0,69000.0
4810,4/27/2021 12:47:30,29.5,"accounting, banking & finance",senior associate,Audit and Attestation for an accounting firm,80000,1500.0,USD,,,united states,california,sacramento,9.0,3.0,Master's degree,Woman,White,81500.0,81500.0
4811,4/27/2021 12:47:30,29.5,business or consulting,associate director,"hybrid research/consulting role, middle management level",87000,8000.0,USD,,,united states,district of columbia,washington ,9.0,6.0,College degree,Non-binary,White,95000.0,95000.0
4813,4/27/2021 12:47:33,39.5,health care,administrative assistant,"I handle administrative, minor finance, minor HR rep duties and receptionist coverage for Home Health Care for persons with disabilities. ",28000,2000.0,USD,,,united states,missouri,joplin,3.0,3.0,Some college,Woman,White,30000.0,30000.0
4828,4/27/2021 12:48:24,29.5,computing or tech,software engineer,,195000,0.0,USD,,,united states,california,oakland,15.5,15.5,College degree,Woman,Asian or Asian American,195000.0,195000.0
4833,4/27/2021 12:48:33,39.5,computing or tech,senior software developer,,132500,0.0,CAD,,,canada,british columbia,vancouver bc,15.5,15.5,College degree,Man,White,132500.0,98050.0
4839,4/27/2021 12:48:42,29.5,law,associate attorney,,105000,0.0,USD,,,united states,wisconsin,milwaukee,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,105000.0,105000.0
4843,4/27/2021 12:48:52,39.5,media & digital,marketing director,,156000,15000.0,USD,,,united states,new york,new york city,15.5,9.0,"Professional degree (MD, JD, etc.)",Woman,White,171000.0,171000.0
4844,4/27/2021 12:48:55,39.5,computing or tech,senior software developer,,94700,0.0,USD,,,united states,nebraska,lincoln,15.5,15.5,College degree,Man,Asian or Asian American,94700.0,94700.0
4846,4/27/2021 12:48:57,39.5,education (higher education),associate director,,62500,0.0,USD,,,united states,iowa,grinnell,15.5,15.5,Master's degree,Woman,White,62500.0,62500.0
4850,4/27/2021 12:49:05,29.5,research,research associate,,56000,0.0,USD,,,united states,washington,,3.0,3.0,Master's degree,Woman,White,56000.0,56000.0
4851,4/27/2021 12:49:05,39.5,transport or logistics,marketing manager,Under Director of Marketing,61000,0.0,USD,,,united states,missouri,st louis,15.5,9.0,College degree,Woman,White,61000.0,61000.0
4859,4/27/2021 12:49:18,39.5,health care,associate director,head of 16 person team of scientists and engineers,175000,130000.0,USD,,,united states,massachusetts,boston,9.0,9.0,PhD,Woman,White,305000.0,305000.0
4860,4/27/2021 12:49:19,29.5,"marketing, advertising & pr",project manager,,62000,0.0,USD,,,united states,georgia,savannah,9.0,3.0,Master's degree,Woman,White,62000.0,62000.0
4863,4/27/2021 12:49:32,29.5,law,attorney,Federal Government Attorney,114000,9000.0,USD,,,united states,district of columbia,dc,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White",123000.0,123000.0
4869,4/27/2021 12:49:43,39.5,nonprofits,project manager,,65100,3000.0,USD,,,united states,north carolina,chapel hill,15.5,9.0,Master's degree,Woman,White,68100.0,68100.0
4871,4/27/2021 12:49:45,29.5,government and public administration,staff attorney,,70000,0.0,USD,,,united states,minnesota,minneapolis,9.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,70000.0
4875,4/27/2021 12:49:57,29.5,government and public administration,librarian,,38257,0.0,USD,,,united states,south carolina,rock hill,15.5,15.5,Master's degree,Woman,White,38257.0,38257.0
4877,4/27/2021 12:50:00,39.5,government and public administration,scientist,,117000,0.0,USD,,,united states,north carolina,raleigh,6.0,6.0,PhD,Woman,White,117000.0,117000.0
4878,4/27/2021 12:50:01,49.5,engineering or manufacturing,systems engineer,Human Factors,161200,9000.0,USD,,,united states,washington,seattle,25.5,25.5,PhD,Woman,White,170200.0,170200.0
4882,4/27/2021 12:50:09,29.5,engineering or manufacturing,accountant,,45000,1500.0,USD,,,united states,kansas,wichita,6.0,3.0,College degree,Woman,White,46500.0,46500.0
4885,4/27/2021 12:50:10,29.5,engineering or manufacturing,scientist,Biotech Scientist,99000,15000.0,USD,,,united states,minnesota,andover,6.0,9.0,Master's degree,Woman,Black or African American,114000.0,114000.0
4891,4/27/2021 12:50:21,29.5,law,attorney,,70000,0.0,USD,,,united states,virginia,norfolk,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,70000.0
4895,4/27/2021 12:50:29,29.5,law,paralegal,,33000,0.0,USD,,,united states,florida,plantation,3.0,3.0,Some college,Woman,"Hispanic, Latino, or Spanish origin",33000.0,33000.0
4900,4/27/2021 12:50:45,49.5,law,paralegal,,73000,2500.0,USD,,,united states,ohio,beachwood,25.5,15.5,College degree,Woman,White,75500.0,75500.0
4904,4/27/2021 12:50:53,29.5,computing or tech,product manager,,140000,14000.0,USD,,,united states,colorado,colorado springs,15.5,6.0,College degree,Man,White,154000.0,154000.0
4905,4/27/2021 12:50:53,49.5,business or consulting,executive assistant,,73500,1500.0,USD,,,united states,california,los angeles,15.5,15.5,Some college,Woman,"Hispanic, Latino, or Spanish origin",75000.0,75000.0
4916,4/27/2021 12:51:18,39.5,nonprofits,office manager,,41600,0.0,USD,,,united states,california,san diego,9.0,6.0,College degree,Woman,White,41600.0,41600.0
4918,4/27/2021 12:51:20,21.0,politics,senior associate,"Basically the third level (counting from entry level) of a 6-level progression where the basic job is the same, but tasks within that get more advanced (going from proofing memos to writing them, etc.)",60000,35000.0,USD,,"I wasn't really sure how to answer the additional compensation question. Two years ago, I got a 25% bonus (10k on a 40k salary). Last year, I got 177% in bonuses (79.5k on a 45k salary). ¯\_(ツ)_/¯ ",united states,district of columbia,dc,3.0,3.0,College degree,Woman,White,95000.0,95000.0
4920,4/27/2021 12:51:22,29.5,nonprofits,office manager,,34000,0.0,USD,,,united states,oregon,beaverton,6.0,6.0,Some college,Woman,White,34000.0,34000.0
4922,4/27/2021 12:51:23,29.5,business or consulting,director,,130000,10000.0,USD,,,united states,ohio,cleveland,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,140000.0,140000.0
4926,4/27/2021 12:51:28,49.5,education (primary/secondary),teacher,High school English,55000,2000.0,USD,,,united states,california,sacramento,25.5,25.5,College degree,Woman,Asian or Asian American,57000.0,57000.0
4928,4/27/2021 12:51:30,29.5,"accounting, banking & finance",accounting manager,Consulting Accounting Manager/controller providing fractional CFO services to clients,87000,0.0,USD,,"haven't received bonuses yet in current role, but in similar roles have received ~$5k",united states,texas,austin,9.0,6.0,Master's degree,Woman,White,87000.0,87000.0
4929,4/27/2021 12:51:30,39.5,"accounting, banking & finance",senior manager,,140000,10000.0,USD,,,united states,new jersey,florham park,15.5,6.0,"Professional degree (MD, JD, etc.)",Woman,White,150000.0,150000.0
4933,4/27/2021 12:51:43,29.5,education (higher education),research analyst,,79000,0.0,USD,,,united states,district of columbia,dc,6.0,3.0,Master's degree,Woman,Asian or Asian American,79000.0,79000.0
4964,4/27/2021 12:52:36,29.5,"accounting, banking & finance",data analyst,,70000,2000.0,USD,,"",united states,ohio,cincinnati,6.0,3.0,College degree,Woman,White,72000.0,72000.0
4966,4/27/2021 12:52:40,49.5,law,attorney,Solo Practice,70000,0.0,USD,,,united states,illinois,naperville,25.5,25.5,"Professional degree (MD, JD, etc.)",Man,White,70000.0,70000.0
4968,4/27/2021 12:52:43,29.5,computing or tech,software engineer,,112200,0.0,USD,,,united states,new york,rochester,6.0,6.0,Master's degree,Man,White,112200.0,112200.0
4969,4/27/2021 12:52:44,49.5,law,paralegal,,44000,500.0,USD,,,united states,north carolina,greensboro,15.5,6.0,College degree,Woman,White,44500.0,44500.0
4975,4/27/2021 12:52:57,39.5,computing or tech,director,,122416,1200.0,USD,,,united states,illinois,chicago,15.5,9.0,College degree,Woman,White,123616.0,123616.0
4977,4/27/2021 12:52:58,39.5,"leisure, sport & tourism",administrative assistant,,31200,0.0,USD,,,united states,nevada,las vegas,15.5,1.0,College degree,Woman,White,31200.0,31200.0
4980,4/27/2021 12:53:01,39.5,government and public administration,communications manager,,100000,0.0,USD,,"Plus benefits, good work/life balance and real time off.",united states,washington,olympia,15.5,15.5,Master's degree,Woman,White,100000.0,100000.0
4988,4/27/2021 12:53:23,39.5,law,associate attorney,,103000,3000.0,USD,,,united states,south carolina,columbia,9.0,9.0,"Professional degree (MD, JD, etc.)",Woman,White,106000.0,106000.0
4995,4/27/2021 12:53:34,29.5,engineering or manufacturing,project manager,,97500,2500.0,CAD,,,canada,ontario,ottawa,9.0,9.0,College degree,Man,White,100000.0,74000.0
4999,4/27/2021 12:53:41,49.5,education (higher education),associate professor,,109366,0.0,CAD,,,canada,quebec,sherbrooke,15.5,15.5,PhD,Woman,White,109366.0,80930.84
5001,4/27/2021 12:53:42,29.5,computing or tech,senior software developer,,115000,0.0,USD,,,united states,texas,austin,9.0,6.0,Master's degree,Woman,White,115000.0,115000.0
5005,4/27/2021 12:53:48,29.5,health care,data analyst,,60000,0.0,CAD,,,canada,ontario,toronto,6.0,6.0,Master's degree,Man,Another option not listed here or prefer not to answer,60000.0,44400.0
5011,4/27/2021 12:54:04,39.5,government and public administration,research scientist,,120000,0.0,USD,,,united states,ohio,dayton,15.5,15.5,Master's degree,Man,White,120000.0,120000.0
5016,4/27/2021 12:54:18,49.5,education (higher education),assistant professor,"Biology, community college",45000,10000.0,USD,,,united states,missouri,rolla,15.5,15.5,PhD,Woman,White,55000.0,55000.0
5020,4/27/2021 12:54:25,39.5,nonprofits,managing editor,,95000,2000.0,CAD,,,canada,ontario,ottawa,9.0,9.0,PhD,Woman,Asian or Asian American,97000.0,71780.0
5027,4/27/2021 12:54:39,29.5,nonprofits,program manager,,98000,0.0,USD,,,united states,oregon,portland,9.0,6.0,Master's degree,Woman,White,98000.0,98000.0
5041,4/27/2021 12:55:06,29.5,trade association,senior manager,,83000,10000.0,USD,,,united states,washington,,9.0,6.0,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White",93000.0,93000.0
5043,4/27/2021 12:55:12,39.5,corporate accounting in death care (funeral & cemetery),senior accountant,,103000,7500.0,USD,,,united states,florida,orlando,15.5,15.5,Master's degree,Woman,White,110500.0,110500.0
5046,4/27/2021 12:55:27,49.5,health care,office manager,,52000,3000.0,USD,,,united states,illinois,lake zurich,25.5,25.5,High School,Woman,White,55000.0,55000.0
5052,4/27/2021 12:55:40,39.5,computing or tech,business analyst,,65000,4500.0,USD,,,united states,ohio,columbus,15.5,6.0,College degree,Woman,White,69500.0,69500.0
5057,4/27/2021 12:55:49,49.5,real estate,operations manager,"Also, office manager",60000,0.0,USD,,,united states,massachusetts,boston,3.0,15.5,Master's degree,Woman,White,60000.0,60000.0
5061,4/27/2021 12:55:53,39.5,hospitality & events,project manager,,65500,0.0,USD,,,united states,california,fremont,9.0,6.0,Some college,Woman,White,65500.0,65500.0
5062,4/27/2021 12:55:53,29.5,computing or tech,software engineer,,230000,500000.0,USD,,"The ""additional monetary compensation"" is stock options and RSUs. It's semi-temporary but not unusual. Silicon Valley late-stage startups try to pay their employees about 50% of their compensation in stock options or RSUs.",united states,california,san francisco,15.5,15.5,Master's degree,Man,White,730000.0,730000.0
5064,4/27/2021 12:55:55,29.5,health care,administrative assistant ,,56000,500.0,USD,,They also fund my HSA to more than half my deductible ,united states,washington,seattle,15.5,1.0,College degree,Woman,White,56500.0,56500.0
5065,4/27/2021 12:55:56,29.5,nonprofits,program manager,,75000,0.0,USD,,,united states,washington,seattle,9.0,6.0,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",75000.0,75000.0
5069,4/27/2021 12:56:01,39.5,health care,executive assistant,,89000,6000.0,USD,,,united states,california,oakland,15.5,15.5,College degree,Man,White,95000.0,95000.0
5080,4/27/2021 12:56:34,39.5,engineering or manufacturing,operations manager,,131950,3000.0,USD,,,united states,michigan,detroit,15.5,15.5,Master's degree,Woman,White,134950.0,134950.0
5081,4/27/2021 12:56:36,39.5,retail,operations manager,general manager and human resources at retail flooring and cabinetry business with 60 employees,81000,0.0,USD,,,united states,north dakota,fargo,9.0,15.5,College degree,Man,White,81000.0,81000.0
5084,4/27/2021 12:56:40,29.5,computing or tech,software engineer,,122000,80000.0,USD,,"Most of the ""other"" is stock grants",united states,colorado,denver,9.0,6.0,College degree,Woman,White,202000.0,202000.0
5085,4/27/2021 12:56:42,39.5,government and public administration,executive director,,13300,0.0,USD,,,united states,colorado,denver,15.5,15.5,,Woman,White,13300.0,13300.0
5092,4/27/2021 12:57:01,49.5,"accounting, banking & finance",senior accountant,,70200,0.0,USD,,,united states,illinois,elgin,25.5,15.5,College degree,Woman,White,70200.0,70200.0
5099,4/27/2021 12:57:16,39.5,art & design,director,major Auction House,112500,4000.0,USD,,,united states,new york,new york city,15.5,9.0,Master's degree,Woman,White,116500.0,116500.0
5102,4/27/2021 12:57:27,39.5,architecture,associate,,140000,7000.0,USD,,,united states,new york,new york city,15.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,147000.0,147000.0
5108,4/27/2021 12:57:37,39.5,"accounting, banking & finance",senior accountant,,76500,10000.0,USD,,,united states,virginia,richmond,15.5,9.0,College degree,Woman,White,86500.0,86500.0
5112,4/27/2021 12:57:50,39.5,transport or logistics,staff accountant,,86000,8600.0,USD,,,united states,virginia,fairfax,15.5,9.0,College degree,Woman,White,94600.0,94600.0
5116,4/27/2021 12:57:57,59.5,"accounting, banking & finance",executive assistant,,125000,2000.0,USD,,,united states,new york,new york city,35.5,25.5,College degree,Woman,White,127000.0,127000.0
5126,4/27/2021 12:58:32,59.5,education (primary/secondary),teacher,,40000,0.0,GBP,,,united kingdom,,southend-on-sea,35.5,35.5,College degree,Woman,White,40000.0,50400.0
5127,4/27/2021 12:58:36,49.5,nonprofits,communications specialist,,52000,0.0,USD,,,united states,california,sacramento,25.5,9.0,Master's degree,Woman,White,52000.0,52000.0
5128,4/27/2021 12:58:37,29.5,business or consulting,senior consultant,,52000,4000.0,EUR,,,ireland,,dublin,6.0,6.0,College degree,Woman,White,56000.0,62720.00000000001
5135,4/27/2021 12:58:50,39.5,law,paralegal,,70000,8000.0,USD,,,united states,florida,tampa,15.5,9.0,Master's degree,Woman,White,78000.0,78000.0
5143,4/27/2021 12:59:10,29.5,nonprofits,program manager,Public Health,55000,350.0,USD,,,united states,oregon,portland,9.0,6.0,College degree,Woman,White,55350.0,55350.0
5144,4/27/2021 12:59:13,39.5,"accounting, banking & finance",program manager,,120000,12000.0,USD,,,united states,florida,orlando,15.5,9.0,College degree,Man,White,132000.0,132000.0
5150,4/27/2021 12:59:21,49.5,insurance,executive assistant,,66500,6000.0,USD,,,united states,pennsylvania,philadelphia,25.5,15.5,College degree,Man,White,72500.0,72500.0
5151,4/27/2021 12:59:21,39.5,computing or tech,senior consultant,,81600,3000.0,USD,,,united states,louisiana,baton rouge,15.5,9.0,"Professional degree (MD, JD, etc.)",Woman,White,84600.0,84600.0
